CLINIC,ADDRESS,PHONE,EMAIL
MUDr. Zdobinská Eva s.r.o.,Březinova 4420/62a 586 01 JihlavaTel.:  567333465,  567333465,
MUDr. Zdráhal Antonín,"407 79 Mikulášovice 40Tel.:  412394408 , 607729261","  412394408 , 607729261",
MUDr. Zdražilová Alena,Denisovo nábř. 665 547 01 NáchodTel.:  491427548,  491427548,
MUDr. Zdražilová Jaroslava,Trabantská 268/8 190 15 Praha 9Tel.:  286581286,  286581286,
MUDr. Zdvihalová Jana,Výletní 1411 250 01 Brandýs nad LabemTel.:  326902701,  326902701,
MUDr. Zedek Schneider Michaela,Antonínova 4465 760 01 ZlínTel.:  577215021,  577215021,
MUDr. Zedníčková Jana,Vrchlického 2497/57 586 01 JihlavaTel.:  567574575,  567574575,
MUDr. Zelinka Jiří,675 03 Budišov u Třebíče 356Tel.:  568875207,  568875207,
MUDr. Zelinka Jiří,675 79 Tasov 240,,
MUDr. Zeman Antonín,I. Hermanna 4 460 01 LiberecTel.:  485101105,  485101105,
MUDr. Zeman Petr,Husovo nám. 1032 289 22 Lysá nad LabemTel.:  325551539,  325551539,
MUDr. Zeman Rudolf,289 37 Loučeň 215Tel.:  325585333,  325585333,
MUDr. Zemánková Helena,F. V. Krejčího 405 560 02 Česká TřebováTel.:  465531555,  465531555,
MUDr. Zemanová Hana,Nádražní 891/114 702 00 Ostrava - Moravská OstravaTel.:  596133833,  596133833,
MUDr. Zemanová Irena,U Půjčovny 5 110 00 Praha 1Tel.:  222510002,  222510002,
MUDr. Zemanová Jana,Husovo nám. 47 258 01 VlašimTel.:  317844673,  317844673,
MUDr. Zemanová Lenka,739 41 Palkovice 317Tel.:  558656300,  558656300,
MUDr. Zemanová Simona,28. října 110/11 405 01 Děčín 1Tel.:  412512332,  412512332,
MUDr. Zhánělová Ivana,17. listopadu 1790 708 00 Ostrava - PorubaTel.:  597373179,  597373179,
MUDr. Zich Jaroslav,Mánesova 3 320 25 PlzeňTel.:  377423286,  377423286,
MUDr. Zich Martin,Stanka Vodičky 14 301 47 PlzeňTel.:  377456315,  377456315,
MUDr. Zikmundová Jana,Školní 601/2 736 01 HavířovTel.:  733489371,  733489371,
MUDr. Ziková Věra,K lukám 644 142 00 Praha 4Tel.:  261911767,  261911767,
MUDr. Zíma Pavel,Petra Fastra 260 251 01 Říčany u PrahyTel.:  323604109,  323604109,
MUDr. Zima Petr,Nad Šárkou 1168/128 160 00 Praha 6Tel.:  235302250,  235302250,
MUDr. Zimčíková Marie,Korunní 7 120 00 Praha 2Tel.:  222513650,  222513650,
MUDr. Zimolová Dagmar,Mělnická 31 250 01 Stará BoleslavTel.:  326911093,  326911093,
MUDr. Zindrová Miriam,Bezručova 10 360 01 Karlovy VaryTel.:  353220985,  353220985,
MUDr. Zítková Zdeňka,Na Okrouhlice 1233 337 01 Rokycany,,
MUDr. Zlámalová Milada,Janáčkova 10 796 01 ProstějovTel.:  582340704,  582340704,
MUDr. Zlámalová Yvona,Libušina třída 578/19 623 00 BrnoTel.:  547382930,  547382930,
MUDr. Zlatohlávková Jana,Masarykovo nám. 4 695 01 HodonínTel.:  518355365,  518355365,
MUDr. Zlatuše Pecová s.r.o.,Moskevská 3065/21 434 01 Most,,
MUDr. Zlomková Lenka,"Školní 1729 755 01 VsetínTel.:  603154640, 571414292","  603154640, 571414292",
MUDr. Zmátlová Olga,Pod Krejcárkem 975/2 130 00 Praha 3Tel.:  702 149 546,  702 149 546,
MUDr. Zoubek Mikuláš,Žižkova 1161 358 01 KrasliceTel.:  352696085,  352696085,
MUDr. Zoubelová Romana,Mandysova 1434 500 12 Hradec Králové 12Tel.:  495265800,  495265800,
MUDr. Zoubková Dana,Masarykovo nám. 104 334 01 PřešticeTel.:  377983246,  377983246,
MUDr. Zoubková Dana,Masarykovo nám. 1 334 01 PřešticeTel.:  3777983246E-mail:  zoubkova.d@seznam.cz,  3777983246,  zoubkova.d@seznam.cz
MUDr. Zreika Marwan s.r.o.,Tyršova 223 595 01 Velká BítešTel.:  566533129,  566533129,
MUDr. Zrubcová Kateřina,Nábř. T. G. Masaryka 1517 269 01 RakovníkTel.:  313511405,  313511405,
MUDr. Zuchová Marie,Marešova 8 602 00 BrnoTel.:  541247118,  541247118,
MUDr. Zuzana Beerová,Jižní 84 250 82 Horoušany,,
MUDr. Zuzana Jandejsková s.r.o.,Stromovka 286/3 460 10 LiberecTel.:  485150277,  485150277,
"MUDr. Zuzana Kučerová - praktická zubní lékařka, s.r.o.",Bezručova 98 281 26 Týnec nad LabemTel.:  321781234,  321781234,
MUDr. Zvolánková Hana,Alej Svobody 55 323 00 PlzeňTel.:  377259062,  377259062,
MUDr. Zýka Aleš,Masarykova 2431/94 400 01 Ústí nad LabemTel.:  603252725,  603252725,
MUDr. Zýka Aleš,Masarykova 190/111 400 01 Ústí nad Labem 1Tel.:  475603636,  475603636,
MUDr. Žáčková Blanka,Politických vězňů 508/20 266 01 BerounTel.:  tel.: 774 282 146,  tel.: 774 282 146,
MUDr. Žáčková Jana,Palackého nám. 22 665 01 RosiceTel.:  546412224,  546412224,
MUDr. Žádníková Jana,Nová 176 757 01 Valašské Meziříčí 1Tel.:  0651-21042,  0651-21042,
MUDr. Žahour Vladimír,V. B. Třebízského 292 289 11 PečkyTel.:  775021752,  775021752,
MUDr. Žahour Vladimír,Chvalovická 326 289 11 PečkyTel.:  321737421,  321737421,
MUDr. Žák Alexandr,Česká 232 382 73 Vyšší BrodTel.:  380746232,  380746232,
MUDr. Žák Alexandr s.r.o.,Česká 232 382 73 Vyšší BrodTel.:  380746232,  380746232,
MUDr. Žák Jan,nám. Svobody 74 696 81 BzenecTel.:  518384574,  518384574,
MUDr. Žák Marcel,K Nemocnici 2814 272 01 KladnoTel.:  312615167,  312615167,
MUDr. Žáková Leona,Provazníkova 1655/82 613 00 Brno 13,,
MUDr. Žaloudková Alexandra,Nušlova 4/2515 155 00 Praha 5Tel.:  251623813,  251623813,
MUDr. Žaludová Lucie,Lipovská 180 790 01 JeseníkTel.:  734609782,  734609782,
MUDr. Žatková Eva,Milíčova 1386/8 702 00 Ostrava - Moravská OstravaTel.:  596121049,  596121049,
MUDr. Žďánská Dagmar,Bělehorská 259/41 169 00 Praha 6Tel.:  233355092,  233355092,
MUDr. Žďárský Tomáš,Náchodská 240 549 11 Dolní RadechováTel.:  491424322E-mail:  zub.dolrad@seznam.cz,  491424322,  zub.dolrad@seznam.cz
MUDr. Žemličková Kateřina,nám. 5. května 2/12 250 88 ČelákoviceTel.:  608116916,  608116916,
MUDr. Židek Ladislav,Kollárova 605 565 01 ChoceňTel.:  465471029,  465471029,
MUDr. Žídková Ilona,Benátky 672 378 21 Kardašova ŘečiceTel.:  384382254,  384382254,
MUDr. Žitňanská Marcela,Hlavní 34 790 65 ŽulováTel.:  584437022,  584437022,
MUDr. Žitňanská Marcela,Denisova 1123 790 01 JeseníkTel.:  584411080,  584411080,
MUDr. Živcová Milena,Reinerova 8 163 00 Praha 6 - ŘepyTel.:  235302100,  235302100,
MUDr. Živná Kateřina,Tachovská 609/8 153 00 Praha 5,,
MUDr. Živná Svatava,"Vokolkova 547/27 405 02 Děčín 2Tel.:  412520164, 602665707","  412520164, 602665707",
MUDr. Žižka Jan,Evropská 133/32 160 00 Praha 6,,
MUDr. Žižka Josef,381 01 Český Krumlov,,
MUDr. Žižková Helena,Evropská 32 160 00 Praha 6Tel.:  724554884,  724554884,
MUDr. Žižlavská Stanislava,Sv. Čecha 60 612 00 BrnoTel.:  549245247,  549245247,
MUDr. Žur Taťjana,Smetanova 661 747 41 Hradec nad MoravicíTel.:  603292997,  603292997,
MUDr. Žůrková Adéla,Polní 25 695 01 HodonínTel.:  792305205,  792305205,
"MUDr., MDDr. Jaroslav Valach, Ph.D.",tř. Václava Klementa 869 293 01 Mladá Boleslav II,,
MUDr.Bánovcová Kateřina,U Stromovky 1568/9a 736 01 Havířov - MěstoTel.:  777593950,  777593950,
MUDr.Helena Hanusová Záchovná a estetická stomatologie,Potěhy 60 28563 Potěhy ,,
MUDr.Jana Berková s.r.o.,Mendlovo náměstí 149/16 603 00 BrnoTel.:  +420606093630E-mail:  zubniordinace16@centrum.cz,  +420606093630,  zubniordinace16@centrum.cz
MUDr.Jana Lemáková ORTODONCIE s.r.o.,Nezvalova 1293/2a 779 00 Olomouc,,
MUDr.Konečný Daniel,Husovo nám. 47 25801 VlašimTel.:  732232258E-mail:  daniel.konecny@volny.cz,  732232258,  daniel.konecny@volny.cz
MUDr.Mallátová Michaela Dentlaser s.r.o.,Matice školské 1786/17 370 01 České BudějoviceTel.:  387730533E-mail:  mallatova@seznam.cz,  387730533,  mallatova@seznam.cz
MUDr.Tončič Jovo,B.Egermanna 231 473 01 Nový Bor,,
Můj Dent KB s.r.o.,Bechyňova 2571/3 160 00 Praha 6Tel.:  773922117,  773922117,
Můj zubař s.r.o.,Topolová 340/1 500 03 Hradec KrálovéTel.:  702032312,  702032312,
Můj zubař s.r.o.,Kvasinská 129 517 01 SolniceTel.:  602152873,  602152873,
mujzubnilekar s.r.o.,Jeřábkova 1848/5 602 00 Brno,,
Multistage s.r.o.,Londýnská 160/39 120 00 Praha 2Tel.:  733737337E-mail:  info@dental-office.cz,  733737337,  info@dental-office.cz
MV Dent s.r.o.,Pražská 343/36 276 01 MělníkTel.:  608 183 366,  608 183 366,
MV Dental s.r.o.,Palackého náměstí 86 386 01 StrakoniceTel.:  702 001 041,  702 001 041,
"my DENT cz, s.r.o.",Bělohorská 257/45 169 00 Praha 6Tel.:  775631391,  775631391,
Mykolaichuk Oleksandr,"Doudova 652/10 147 00 Praha 4Tel.:  261211858, 728386586","  261211858, 728386586",
My-orto s.r.o.,Palackého 3/1435 693 01 Hustopeče u BrnaE-mail:  info@my-orto.cz,,  info@my-orto.cz
"MySmile Dentistry, s.r.o.",Krškova 807/21 152 00 Praha 5,,
myTREEDK a.s.,Nerudova 2598/25a 746 01 Opava,,
Naděje,U Bulhara 46 110 00 Praha 2,,
NapaDent s.r.o.,Sadová 1042 763 61 NapajedlaTel.:  775443711E-mail:  napadent@seznam.cz,  775443711,  napadent@seznam.cz
Nargiza Nikolaeva,Sokolovská 1621 356 01 Sokolov,,
Náš zubař s.r.o.,Palackého 83 273 09 KladnoTel.:  776200900E-mail:  ordinace@nas-zubar.eu,  776200900,  ordinace@nas-zubar.eu
NatalDent s.r.o.,náměstí 1. máje 12 281 21 Červené Pečky,,
Natalia Koshmai,Bří. Mrštíků 3065/38 690 02 Břeclav,,
NATURDENT - ESTHETICS s.r.o.,Zbuzkova 175/51 190 00 Praha 9Tel.:  774 193 317E-mail:  info@natur-dent.cz,  774 193 317,  info@natur-dent.cz
NATURDENT - ORTODONCIE s.r.o.,"Zbuzkova 175/51 190 00 Praha 9Tel.:  283890359, 774 933 322E-mail:  info@naturdent-ortodoncie.cz","  283890359, 774 933 322",  info@naturdent-ortodoncie.cz
NATUR-DENT s.r.o.,Zbuzkova 175/51 190 00 Praha 9Tel.:  774193317,  774193317,
NAVE spol. s r.o.,Kadláčkova 60/16 742 21 KopřivniceTel.:  556802661,  556802661,
NCOM s.r.o.,Lidická 977/23a 602 00 BrnoTel.:  533422583,  533422583,
N-Dent s.r.o.,náměstí T. G. Masaryka 29 534 01 Holice,,
N-Dent s.r.o.,"Staňkova 1345 530 02 Pardubice, Zelené Předměstí",,
"NDStom s.r.o. - Lehovecká 1145/1, Praha 9",Lehovecká 1145/1 198 00 Praha 9,,
NebeProZuby s.r.o.,"Tvorkovských 223/13 709 00 Ostrava, Mariánské Hory",,
NEJ DENT s.r.o.,Polská 1621/11 120 00 Praha 2Tel.:  776542777,  776542777,
Nema Tetiana,Šumperská 652 199 00 Praha 9Tel.:  283920505E-mail:  snema@email.cz,  283920505,  snema@email.cz
"NEMDENT, s.r.o.",Masarykovo nám. 13 398 11 ProtivínTel.:  382251064,  382251064,
Nemocnice AGEL Jeseník a.s.,Lipovská 103 790 32 JeseníkTel.:  584458355,  584458355,
Nemocnice AGEL Nový Jičín a.s.,K Nemocnici 57 741 11 Nový Jičín,,
"Nemocnice České Budějovice, a.s.",B. Němcové 54 370 87 České BudějoviceTel.:  387878560,  387878560,
"Nemocnice Havířov, příspěvková organizace",Dělnická 969/26 736 01 HavířovTel.:  596 491 111,  596 491 111,
"Nemocnice Karviná - Ráj, příspěvková organizace",Vydmuchov 399/5 734 12 Karviná - RájTel.:  596383111,  596383111,
"Nemocnice Kyjov, příspěvková organizace",Strážovská 1247/22 697 01 KyjovTel.:  518601632,  518601632,
"Nemocnice Milosrdných sester sv. Karla Boromejského v Praze - Vlašská 36, Praha 1",Vlašská 336/36 118 33 Praha 1Tel.:  257197132,  257197132,
Nemocnice na Homolce,"Roentgenova 37/2 150 30 Praha 5Tel.:  257271111, 234442608","  257271111, 234442608",
"Nemocnice Prachatice, a.s.",Nebahovská 1015 383 20 PrahchaticeTel.:  388600111,  388600111,
"Nemocnice Rudolfa a Stefanie Benešov, a.s. nemocnice Středočeského kraje",Máchova 400 256 46 BenešovTel.:  317756532,  317756532,
"Nemocnice Strakonice, a.s.",Radomyšlská 336 389 29 StrakoniceTel.:  383314911,  383314911,
"Nemocnice Třinec, příspěvková organizace",Kaštanová 268 739 61 Třinec - Dolní Líštná,,
Nemocnice ve Frýdku Místku,El. Krásnohorské 321 738 18 Frýdek MístekTel.:  558415593,  558415593,
"Nemocnice Vyškov, p. o.",Purkyňova 235/36 682 01 Vyškov,,
NESDENT dentální centrum s.r.o.,Dobrovského 1610/70 612 00 BrnoTel.:  775533220,  775533220,
NESDENT dentální centrum s.r.o.,Věstonická 4304/1 628 00 BrnoTel.:  775533220,  775533220,
Neudent s.r.o.,Žitavská 537/4 460 07 Liberec,,
Neudent s.r.o.,Žitavská 537/4 460 07 Liberec,,
"NevDent, s.r.o.",Halasovo náměstí 597/1 638 00 BrnoTel.:  548222206,  548222206,
NH Hospital a.s.,K Nemocnici 1106 268 01 HořoviceTel.:  311551111,  311551111,
Nice Dent s.r.o.,Hradecká 1383 535 01 Přelouč,,
NIKLdent s.r.o.,788 01 Oskava č.p. 167Tel.:  773233151E-mail:  nikldent@email.cz,  773233151,  nikldent@email.cz
NIKLdent s.r.o.,788 05 Libina č.p.Tel.:  777233151E-mail:  nikldent@email.cz,  777233151,  nikldent@email.cz
"NKDental, s.r.o.",Kunčická 28 190 14 Praha 9Tel.:  607 277 996E-mail:  nkdental@seznam.cz,  607 277 996,  nkdental@seznam.cz
NL Plus s.r.o.,330 32 Kozolupy 30Tel.:  377922344E-mail:  lorencova.hana@post.cz,  377922344,  lorencova.hana@post.cz
N-Med s.r.o.,Staňkova 1345 530 02 Pardubice V - Zelené PředměstíTel.:  776012380E-mail:  N-med@seznam.cz,  776012380,  N-med@seznam.cz
NoKa dental klinik spol. s r.o.,Lidická 1968/97a 370 01 České BudějoviceTel.:  386353353,  386353353,
NONDOLET s.r.o.,Dobnerova 678/21 779 00 OlomoucTel.:  585415948,  585415948,
Noor Kharboutli,Masarykovo náměstí 82 337 01 Rokycany,,
NOPADENT s.r.o.,Horova 1623/28 616 00 BrnoTel.:  541244522,  541244522,
NOVADENT s.r.o.,Karolíny Světlé 1662/1e 736 01 Havířov - Podlesí,,
NOVADENT s.r.o.,Selská 1591/8c 736 01 HavířovTel.:  596811373E-mail:  novadent@centrum.cz,  596811373,  novadent@centrum.cz
NOVAKDENT s.r.o.,Vondřichova 1499 293 01 Mladá Boleslav III,,
NOVA-KLINIK DENT s.r.o.,Londýnská 135/29 120 00 Praha 2,,
NOVASTOM s.r.o.,Šustova 1930/2 148 00 Praha 4Tel.:  774 840 265E-mail:  novastomdent@gmail.com,  774 840 265,  novastomdent@gmail.com
"NOVASTOM s.r.o. - Legerova 1822/43, Praha 2",Legerova 1822/43 120 00 Praha 2,,
NOVODENT s.r.o.,Vodňanská 1656/5 198 00 Praha 9Tel.:  727916305,  727916305,
Nuovodent Mělník s.r.o.,Pražská 343/36 276 01 Mělník,,
NV Dent s.r.o.,Národní 19/1 360 01 Karlovy Vary 1,,
O&O Dent s.r.o.,Mlýnská 558 403 31 Ústí nad LabemTel.:  739080931E-mail:  Brandy@seznam.cz,  739080931,  Brandy@seznam.cz
O. K. Dentes s.r.o.,Kostelní 96/23 702 00 Ostrava - Moravská OstravaTel.:  608867631,  608867631,
o´dent zubní ordinace s.r.o.,Chittussiho 1001/9 710 00 Ostrava - Slezská Ostrava,,
"Oblastní nemocnice Kladno, a.s.,nemocnice Středočeského kraje",Vančurova 1548 272 59 KladnoTel.:  312606111,  312606111,
Oblastní nemocnice Kolín a.s.,Žižkova 146 280 02 KolínTel.:  321756505,  321756505,
Oblastní nemocnice Mladá Boleslav a.s. nemocnice Středočeského kraje,třída Václava Klementa 147 293 01 Mladá BoleslavTel.:  326743721,  326743721,
"Oblastní nemocnice Mladá Boleslav, a.s., nemocnice Středočeského kraje",Laurinova 333/24 293 01 Mladá Boleslav II,,
"Oblastní nemocnice Příbram, a.s.",Podbrdská 269 261 95 Příbram V - Zdaboř,,
Oční centrum Beroun s.r.o.,Talichova 8253 266 01 Beroun,,
ODONTOS s.r.o.,Kartouzská 204/6 150 00 Praha 5Tel.:  257325627,  257325627,
"Ochonský a spol., s.r.o.",Partyzánská 1730/3 747 05 OpavaTel.:  721222097,  721222097,
OK Dental Clinic s.r.o.,Ďáblická 1003/2d 182 00 Praha 8Tel.:  283880347,  283880347,
OLDENT - M s.r.o.,"Štítného 634/1 779 00 OlomoucTel.:  585222198, 602604164E-mail:  info@oldent.cz","  585222198, 602604164",  info@oldent.cz
Oleksii Khamchukov,Politických vězňů 508 266 01 Beroun,,
Olga Dekhtiar,Budějovická 401 382 32 Velešín ,,
Olšanská poliklinika s.r.o.,Olšanská 7/2666 130 00 Praha 3,,
"OlzaDent, s.r.o.",Dr. Slámy 290/1 737 01 Český TěšínTel.:  775570005,  775570005,
"OlzaDent, s.r.o.",Nýdecká 500 739 95 Bystřice nad OlšíTel.:  775570005,  775570005,
OMDental Plus s.r.o.,Nerudova 160 756 61 Rožnov pod Radhoštěm,,
OmegaMedical s.r.o.,Jiřího z Poděbrad 1986/11 276 01 Mělník,,
"Omident s.r.o. - Bachmačská 1023/3, Ostrava",Bachmačská 1023/3 702 00 Ostrava,,
Omni Dent Clinic s.r.o.,Chlumova 206/21 130 00 Praha 3,,
Omni Dent Clinic s.r.o.,Dělnická 1020/54 170 00 Praha 7Tel.:  778088115E-mail:  info@omnidentclinic.cz,  778088115,  info@omnidentclinic.cz
ONE VISIT DENTISTRY s.r.o.,Štefánikova 203/23 150 00 Praha 5,,
ONE VISIT DENTISTRY s.r.o.,Květnové náměstí 14 252 43 Průhonice,,
Onedent s.r.o.,Durďákova 2049/48 602 00 Brno,,
Ontario Medical s.r.o.,K Libuši 57/30 148 00 Praha 4 - KunraticeTel.:  777011324,  777011324,
Opava Dent s.r.o.,Těšínská 1586/66 746 01 OpavaTel.:  776177068E-mail:  danhol@volny.cz,  776177068,  danhol@volny.cz
OptiDent s.r.o.,Karlovarská 148/38 301 00 PlzeňTel.:  603528385E-mail:  recepce.karlovarska@optident.cz,  603528385,  recepce.karlovarska@optident.cz
OptiDent s.r.o.,"Lidická 28a 323 00 Plzeň, Severní Předměstí",,
OptiDent s.r.o.,Sokolovská 1099/80 323 00 PlzeňTel.:  377521018,  377521018,
OptiEndo s.r.o.,Bystřice 1562 739 95 Bystřice nad OlšíTel.:  792 374 555E-mail:  info@optiendo.cz,  792 374 555,  info@optiendo.cz
OptimaStom s.r.o.,Na Hranicích 674/18 181 00 Praha 8Tel.:  723334999E-mail:  optimastom@email.cz,  723334999,  optimastom@email.cz
OPTIMO dental studio s.r.o.,Tyršova 1438/38 702 00 OstravaE-mail:  optimo.dental@gmail.com,,  optimo.dental@gmail.com
Oralcare s.r.o.,Rokytova 2910/10 615 00 BrnoTel.:  602311633,  602311633,
ORAPEX s.r.o.,Nová 1869/1 370 01 České Budějovice,,
"Ordentall, s.r.o.",Plachého 884/27 301 00 Plzeň,,
ORDINACE NA MARJÁNCE s.r.o.,Bělohorská 265/29 169 00 Praha 6Tel.:  603209642,  603209642,
"Ordinace ""U Homolky""",K Vodojemu 7 326 00 PlzeňTel.:  377243818E-mail:  ordinace@jiri-zemen.cz,  377243818,  ordinace@jiri-zemen.cz
Ordinace Dobromysl s.r.o.,Podřipská 17 411 85 Horní Beřkovice,,
ORDINACE NA MARJÁNCE s.r.o.,Boleslavova 1529/28 140 00 Praha 4,,
Ordinace Šafaříkovi s.r.o.,Uruguayská 272/3 120 00 Praha 2Tel.:  222510526E-mail:  info@ordinacesafarikovi.cz,  222510526,  info@ordinacesafarikovi.cz
Ordinace Velký s.r.o.,Jeremenkova 1056/40 779 00 OlomoucTel.:  605088209,  605088209,
Ordinace ZUBIKO s.r.o.,Benešova 511 349 01 Stříbro,,
Ordinace zubní péče Zábřeh s.r.o.,Beuručova 2037/1a 789 01 ZábřehTel.:  583411986,  583411986,
oricare s.r.o.,330 38 Úněšov 68,,
ORIDENT s.r.o.,Rybkova 338/9 602 00 Brno,,
OrigDent s.r.o.,alej Svobody 923/80 323 00 Plzeň,,
Orikhivskyi Petro,Škroupova 1310/36 430 01 ChomutovTel.:  739376400,  739376400,
ORISHEALTH s.r.o.,Kozinova 5296/5 722 00 OstravaTel.:  596911276,  596911276,
ORLOVÁ DENTAL s.r.o.,Rydultowská 1370 735 14 OrlováTel.:  596523275,  596523275,
ORODENT s.r.o.,Bernolákova 2008/11 142 00 Praha 4Tel.:  241719500,  241719500,
ORT HK s.r.o.,"Bratří Štefanů 895/1 500 03 Hradec KrálovéTel.:  495 865 381, 775 037 540","  495 865 381, 775 037 540",
Ortho - Herbst s.r.o.,"Za Zelenou liškou 473/16 140 00 Praha 4Tel.:  241733104, 602437534","  241733104, 602437534",
Ortho Dent s.r.o.,Gajdošova 4392/7 615 00 Brno,,
Ortho Hering s.r.o.,náměstí Winstona Churchilla 1800/2 130 00 Praha 3Tel.:  777 209 420E-mail:  info@orthohering.cz,  777 209 420,  info@orthohering.cz
ORTHO POINT s.r.o.,náměstí Interbrigády 948/1 160 00 Praha 6Tel.:  606659746,  606659746,
Ortho Salutogenesis s.r.o.,Dlouhá 93 261 01 Příbram,,
OrthoCare s.r.o.,Blanická 1060/32 120 00 Praha 2,,
Orthodontist s.r.o.,Devotyho 804 530 02 PardubiceTel.:  466613222,  466613222,
ORTHOESTHETIC s.r.o.,Světov 22 785 01 ŠternberkTel.:  585014987,  585014987,
ORTHOFIX s.r.o.,Pražská 3/3643 276 01 MělníkTel.:  778168298,  778168298,
Ortholeo s.r.o.,Chlumčanského 497/5 180 00 Praha 8Tel.:  777 746 147,  777 746 147,
Ortholine s.r.o.,Palackého 128/47 466 04 Jablonec nad NisouTel.:  +420 776 453 090E-mail:  info@ortholine.cz,  +420 776 453 090,  info@ortholine.cz
ORTHOPRAGUE s.r.o.,Kodaňská 572/47 101 00 Praha 10Tel.:  222516248E-mail:  ivanov@orthoprague.cz,  222516248,  ivanov@orthoprague.cz
Orthostudio s.r.o.,nám. Winstona Churchilla 188/2 130 00 Praha 3Tel.:  739046035,  739046035,
Orthostudio s.r.o.,Evropská 133/32 160 00 Praha 6,,
Orthoway s.r.o.,Zahájská 431 570 01 Litomyšl,,
ORTHOZLIN s.r.o.,třída Tomáše Bati 3062/95 760 01 Zlín,,
Orto Giraffe s.r.o.,Zámecká 166 747 41 Hradec nad MoravicíTel.:  734208808,  734208808,
Orto Giraffe s.r.o.,U Staré pošty 54 738 01 Frýdek-Místek,,
"ORTO MEDICO s.r.o. - Sokolovská 131/86, Praha 8",Sokolovská 131/86 186 00 Praha 8,,
Orto Plum Advanced s.r.o.,Ouvalova 390/5 274 01 SlanýTel.:  +420 727 890 602; +420 728 443 276,  +420 727 890 602; +420 728 443 276,
Orto Plum s.r.o.,Ouvalova 390 274 01 Slaný,,
ORTO POINT s.r.o.,Nádražní 548 539 01 Hlinsko v ČecháchTel.:  606659746,  606659746,
Orto22 s.r.o. - ORTODONCIE,Pod Nemocnicí 2503 440 01 Louny,,
OrtoArt - ortodontická ordinace s.r.o.,Soběslavská 2062/44 130 00 Praha 3,,
ORTO-BRAND s.r.o.,Mohelnická 800 783 91 UničovTel.:  585059358,  585059358,
Ortocare s.r.o.,K Hrnčířům 25 149 00 Praha 4,,
ORTODENS s.r.o.,Petra Fastra 260/2 251 01 Říčany u PrahyTel.:  323604405,  323604405,
Ortodental Karel s.r.o.,Politických věznů 40 266 01 BerounTel.:  311625722,  311625722,
Ortodental Karel s.r.o.,Komenského 49/6 268 01 HořoviceTel.:  311516660,  311516660,
Ortodental s.r.o.,Josefa Hoffmanna 1515 272 01 KladnoTel.:  733704509,  733704509,
ORTODONCIE - MUDr. L. Jedličková s.r.o.,Masarykovo náměstí 76 664 71 Veverská BítýškaTel.:  773 243 444,  773 243 444,
ORTODONCIE - MUDr. L. Jedličková s.r.o.,Česká 1/3 602 00 Brno,,
Ortodoncie - MUDr. Marta Novotná s.r.o.,Marthonova 291/1 796 04 Prostějov,,
Ortodoncie - Olga Kolesova s.r.o.,Lumírova 105/21 128 00 Praha 2,,
Ortodoncie a stomatologie Brno s.r.o.,Lidická 965/31 602 00 BrnoTel.:  733291942,  733291942,
Ortodoncie a stomatologie s.r.o.,17. listopadu 14 586 01 JihlavaTel.:  602406173,  602406173,
"Ortodoncie a stomatologie, s.r.o.",Nádražní 293 377 01 Jindřichův HradecTel.:  384361750,  384361750,
Ortodoncie Dvůr Králová s.r.o.,Riegrova 328 544 01 Dvůr Králové nad Labem,,
Ortodoncie Halířová s.r.o.,Tvorkovských 876/24 709 00 Ostrava,,
Ortodoncie Hodonín s.r.o.,Horní Valy 3859/4 695 01 Hodonín,,
Ortodoncie Cheb s.r.o.,Hradební 1096/18 350 02 ChebTel.:  354422216,  354422216,
ORTODONCIE Jedlička s.r.o.,Palackého třída 1802/129 612 00 BrnoTel.:  549255981,  549255981,
Ortodoncie Jindra s.r.o.,Matice školské 1786/17 370 01 České BudějoviceTel.:  387730398,  387730398,
Ortodoncie Kyjov s.r.o.,Svatoborská 421/81 697 01 KyjovTel.:  518615078,  518615078,
"Ortodoncie Lékařská, s.r.o.",Lékařská 306/1a 150 00 Praha 5,,
ORTODONCIE MDDr. Mája Konvalinková s.r.o.,Tyršovo náměstí 162 686 01 Uherské Hradiště,,
Ortodoncie Morávková s.r.o.,Antala Staška 558/10 500 09 Hradec Králové,,
Ortodoncie MUDr. E. Matějka s.r.o.,Zdeňka Fibicha 2866/62 434 01 Most,,
Ortodoncie MUDr. Pavel Michalík s.r.o.,Tyršovo nábřeží 7143 760 01 Zlín,,
Ortodoncie NJ s.r.o.,Msgr. Šrámka 1028/11 741 01 Nový Jičín,,
Ortodoncie Piklová s.r.o.,Bedřicha Smetany 1123/24 680 01 Boskovice,,
ORTODONCIE Pokorní s.r.o.,"Ant. Dvořáka 938/4 678 01 BlanskoTel.:  516417621E-mail:  pokorny.orto@gmail.co, pokorna.orto@gmail.com",  516417621,"  pokorny.orto@gmail.co, pokorna.orto@gmail.com"
Ortodoncie Poláčková s.r.o.,Olšanská 2666/7 130 00 Praha 3,,
Ortodoncie Poruba s.r.o.,Ševčenkova 837/6 703 00 Ostrava,,
ORTODONCIE PRAHA s.r.o.,Makovského 1339/16 163 00 Praha 6Tel.:  235325933E-mail:  info@ortodoncie-praha.cz,  235325933,  info@ortodoncie-praha.cz
"Ortodoncie Přerov, s.r.o.",Trávnická 2198/2 796 01 ProstějovTel.:  776715817,  776715817,
"Ortodoncie Přerov, s.r.o.",Sportovní 898 798 41 Kostelec na HanéTel.:  776715817,  776715817,
